Symptom,Disease,occurrence,Weightage
Urinary Incontinence,Stroke,49,79.25893774
"Urinary Incontinence, Urge",Stroke,2,8.255691414
"Aging, Premature",Ischemia,1,3.46455149
Fever,Ischemia,13,8.04618922
Fever of Unknown Origin,Ischemia,1,1.473154917
Hypothermia,Ischemia,34,66.14483132
Body Weight,Ischemia,56,19.20731944
Birth Weight,Ischemia,4,5.628523772
Weight Gain,Ischemia,3,4.460069222
Weight Loss,Ischemia,13,13.00069825
Fetal Weight,Ischemia,1,3.576668788
Overweight,Ischemia,1,0.8238721
Obesity,Ischemia,26,21.64639494
"Obesity, Morbid",Ischemia,2,3.505879905
Thinness,Ischemia,1,2.67059961
"Cardiac Output, High",Ischemia,1,3.836493906
"Cardiac Output, Low",Ischemia,9,19.28516085
Cyanosis,Ischemia,14,24.40773423
Edema,Ischemia,153,91.1693484
"Edema, Cardiac",Ischemia,1,3.519039675
Hydrops Fetalis,Ischemia,1,2.341000253
Eye Manifestations,Ischemia,1,1.507876974
Eye Hemorrhage,Ischemia,1,2.752642033
Fatigue,Ischemia,15,17.07019733
Fetal Distress,Ischemia,3,7.765354915
Heart Murmurs,Ischemia,1,2.363417131
Hypergammaglobulinemia,Ischemia,3,5.037375491
Intermittent Claudication,Ischemia,361,800.8074559
Mobility Limitation,Ischemia,5,13.81928552
Neurologic Manifestations,Ischemia,12,0.839296958
Decerebrate State,Ischemia,13,38.28078839
Ataxia,Ischemia,5,6.098298564
Cerebellar Ataxia,Ischemia,1,1.708785623
Torticollis,Ischemia,1,2.154990923
Hyperkinesis,Ischemia,2,4.682000505
Hypokinesia,Ischemia,1,2.879293271
Myoclonus,Ischemia,2,3.550141739
Psychomotor Agitation,Ischemia,1,2.24256018
Tremor,Ischemia,1,1.739352787
"Gait Disorders, Neurologic",Ischemia,1,1.74476552
Apraxias,Ischemia,1,2.383774069
Agraphia,Ischemia,1,3.350141138
"Dyslexia, Acquired",Ischemia,2,7.03807935
Speech Disorders,Ischemia,2,2.305833122
Aphasia,Ischemia,2,3.621323629
Dysarthria,Ischemia,2,4.053170236
Confusion,Ischemia,1,1.508948211
Consciousness Disorders,Ischemia,1,0.877129276
Unconsciousness,Ischemia,2,1.855945658
Coma,Ischemia,10,13.12084813
Syncope,Ischemia,1,1.490891428
Memory Disorders,Ischemia,4,5.871990431
Amnesia,Ischemia,1,2.171486142
Mental Retardation,Ischemia,3,2.716340052
Perceptual Disorders,Ischemia,1,1.386057366
Phantom Limb,Ischemia,1,3.2293596
Muscle Cramp,Ischemia,3,6.727680539
Muscle Hypertonia,Ischemia,1,1.480420128
Muscle Rigidity,Ischemia,6,14.41159682
Muscle Spasticity,Ischemia,7,12.09096144
Muscle Hypotonia,Ischemia,7,11.59557794
Muscle Weakness,Ischemia,27,26.81075921
Muscular Atrophy,Ischemia,24,35.05972247
Myotonia,Ischemia,1,3.054048587
Spasm,Ischemia,45,61.52748622
Tetany,Ischemia,4,9.524826692
Pain,Ischemia,276,90.91073158
Back Pain,Ischemia,4,4.587714077
Low Back Pain,Ischemia,5,7.952105114
Facial Pain,Ischemia,3,5.916985777
Headache,Ischemia,11,9.730206802
Neuralgia,Ischemia,3,4.614942318
Sciatica,Ischemia,7,15.18586509
"Pain, Intractable",Ischemia,9,17.93685034
"Pain, Referred",Ischemia,1,4.00354799
Paralysis,Ischemia,57,27.61486852
Facial Paralysis,Ischemia,18,24.42774441
Gastroparesis,Ischemia,2,6.59499481
Hemiplegia,Ischemia,8,10.3570589
Ophthalmoplegia,Ischemia,20,26.59694538
Paraplegia,Ischemia,144,183.9570168
Quadriplegia,Ischemia,9,12.32225703
Respiratory Paralysis,Ischemia,1,2.489420258
Vocal Cord Paralysis,Ischemia,3,5.96333863
Paresis,Ischemia,22,28.33018724
Paraparesis,Ischemia,1,2.235886073
Pupil Disorders,Ischemia,1,1.746123293
Horner Syndrome,Ischemia,1,2.209626358
Tonic Pupil,Ischemia,1,3.928512804
"Reflex, Abnormal",Ischemia,9,12.66417849
Seizures,Ischemia,13,10.98717003
Sensation Disorders,Ischemia,4,1.373287617
Dizziness,Ischemia,8,10.73977138
Hearing Disorders,Ischemia,2,1.47003315
Hearing Loss,Ischemia,6,4.821303268
Deafness,Ischemia,4,4.914108652
"Hearing Loss, Bilateral",Ischemia,1,2.211788521
"Hearing Loss, Conductive",Ischemia,1,2.267420217
"Hearing Loss, Sensorineural",Ischemia,14,17.00798205
"Hearing Loss, Central",Ischemia,1,3.253603211
"Hearing Loss, Noise-Induced",Ischemia,5,15.97030909
Presbycusis,Ischemia,1,3.693393062
"Hearing Loss, Sudden",Ischemia,10,25.85302029
Tinnitus,Ischemia,3,5.922100868
Hyperalgesia,Ischemia,9,21.5469907
Hyperesthesia,Ischemia,4,10.77945693
Hypesthesia,Ischemia,9,15.4976494
Paresthesia,Ischemia,31,42.09856253
Vision Disorders,Ischemia,61,40.47285534
Blindness,Ischemia,87,95.53803689
Amaurosis Fugax,Ischemia,3,10.53321452
"Blindness, Cortical",Ischemia,1,2.94467603
Color Vision Defects,Ischemia,1,2.566609896
Diplopia,Ischemia,5,8.220826494
Hemianopsia,Ischemia,5,10.410261
Scotoma,Ischemia,12,28.57448008
"Vision, Low",Ischemia,7,15.79230471
Sleep Disorders,Ischemia,1,1.49299891
Sleep Deprivation,Ischemia,1,2.575912289
"Urinary Bladder, Neurogenic",Ischemia,1,2.078257128
Vertigo,Ischemia,6,9.577511659
Voice Disorders,Ischemia,1,1.665244815
Oral Hemorrhage,Ischemia,1,2.575912289
Abdominal Pain,Ischemia,128,108.6059108
"Abdomen, Acute",Ischemia,63,90.56880822
Colic,Ischemia,5,10.67373658
Renal Colic,Ischemia,1,4.881617509
Arthralgia,Ischemia,1,1.4773
Chest Pain,Ischemia,9,9.896047473
Angina Pectoris,Ischemia,26,37.76976769
Acute Coronary Syndrome,Ischemia,3,7.793881279
"Angina, Unstable",Ischemia,6,13.45536108
Glossalgia,Ischemia,1,4.016620072
"Pain, Postoperative",Ischemia,11,18.45640854
Pelvic Pain,Ischemia,1,2.041078125
Anorexia,Ischemia,2,3.650521228
Constipation,Ischemia,9,14.34523944
Diarrhea,Ischemia,30,27.69564393
"Diarrhea, Infantile",Ischemia,1,2.281245322
Dyspepsia,Ischemia,2,4.164104399
Bulimia,Ischemia,1,2.763857103
Nausea,Ischemia,2,2.277506148
Vomiting,Ischemia,10,8.435126654
Hematemesis,Ischemia,9,18.77275555
Anoxia,Ischemia,357,357.7099201
Fetal Hypoxia,Ischemia,8,21.87380245
Apnea,Ischemia,1,1.876553908
Cheyne-Stokes Respiration,Ischemia,1,3.637823211
Cough,Ischemia,2,2.629458302
Dyspnea,Ischemia,2,2.010443363
Hemoptysis,Ischemia,1,1.697074364
Hypercapnia,Ischemia,17,35.88672497
Hyperoxia,Ischemia,13,38.33947924
Hyperventilation,Ischemia,5,10.52565073
Skin Manifestations,Ischemia,3,1.837071654
Ecchymosis,Ischemia,1,2.299981233
Jaundice,Ischemia,6,8.728270626
"Jaundice, Obstructive",Ischemia,2,4.996057264
Livedo Reticularis,Ischemia,2,8.19771634
Pallor,Ischemia,1,3.535169057
Pruritus,Ischemia,1,1.465942108
Tinea Pedis,Ischemia,1,3.472156089
Purpura,Ischemia,8,8.505748847
"Purpura, Schoenlein-Henoch",Ischemia,9,17.98392979
"Purpura, Thrombotic Thrombocytopenic",Ischemia,4,8.736154432
Waterhouse-Friderichsen Syndrome,Ischemia,1,3.683914318
Oliguria,Ischemia,15,39.21018203
Polyuria,Ischemia,3,7.082704221
Prostatism,Ischemia,2,9.316947916
Proteinuria,Ischemia,20,24.97955547
Albuminuria,Ischemia,8,16.52069332
Hemoglobinuria,Ischemia,1,2.883521607
"Urinary Bladder, Overactive",Ischemia,2,7.086664735
Urinary Incontinence,Ischemia,11,17.79282276
